Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_planner\impl,4,148,100,72,13,39,0,9,19,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_planner\prov,1,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_reader,5,165,104,77,11,47,7,14,68,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_reader\impl,4,139,93,67,11,37,0,9,19,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_reader\prov,1,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_variability,5,168,106,78,11,48,7,14,68,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_variability\impl,4,142,95,68,11,38,0,9,19,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_sensors_variability\prov,1,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_planner,5,171,109,78,12,48,7,14,68,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_planner\impl,4,145,98,68,12,38,0,9,19,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_planner\prov,1,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_reader,5,176,114,80,11,48,7,14,68,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_reader\impl,4,150,103,70,11,38,0,9,19,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_reader\prov,1,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors,12,523,346,265,49,120,9,57,198,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\core,4,259,184,139,34,44,2,31,98,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\impl,4,183,124,92,15,44,0,15,35,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\prov,2,50,24,22,0,21,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\req,2,31,14,12,0,11,0,6,16,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller,12,374,239,189,18,89,8,46,159,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\core,3,127,93,76,7,23,1,11,45,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\impl,4,166,114,86,11,38,0,14,27,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\prov,2,45,18,16,0,16,7,11,63,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\req,3,36,14,11,0,12,0,10,24,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer,10,292,182,140,15,76,8,34,117,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\core,3,89,58,45,4,22,1,9,26,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\impl,4,153,102,76,11,37,0,14,27,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\prov,2,37,16,14,0,13,7,8,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\req,1,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features,10,394,246,185,30,96,9,52,180,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\core,4,170,109,80,16,33,2,28,86,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\impl,4,173,114,84,14,43,0,16,37,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\prov,2,51,23,21,0,20,7,8,57,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces,10,114,52,42,0,35,0,27,72,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main,12,330,193,151,15,81,9,56,181,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\core,4,106,63,50,3,21,2,22,71,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\impl,4,156,102,77,12,37,0,17,33,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\prov,2,38,15,13,0,12,7,11,63,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\req,2,30,13,11,0,11,0,6,14,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner,18,587,345,268,45,125,10,117,324,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core,7,304,186,142,33,42,3,76,196,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\sort,4,117,81,62,14,22,2,14,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\impl,4,166,111,85,12,38,0,17,35,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\prov,2,43,17,15,0,15,7,11,63,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\req,5,74,31,26,0,30,0,13,30,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader,21,802,535,415,43,137,9,130,564,40,292
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core,10,542,384,298,32,71,2,87,433,40,292
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io,7,456,326,251,29,54,2,76,405,40,292
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\xml,4,372,289,223,28,39,2,44,222,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\impl,4,169,113,86,11,39,0,17,33,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\prov,2,43,17,15,0,15,7,11,63,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\req,5,48,21,16,0,12,0,15,35,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors,12,568,375,280,68,128,10,65,216,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\core,4,285,196,143,49,51,2,38,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\impl,5,218,148,109,19,51,0,19,45,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\prov,3,65,31,28,0,26,8,8,67,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability,49,4953,3117,2267,728,700,32,1136,6173,420,3053
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core,39,4709,2964,2147,716,631,25,1114,6090,420,3053
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2,24,2380,1567,1148,329,332,7,481,2228,160,1168
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\editing,1,594,459,294,180,40,3,95,468,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io,6,494,358,282,33,63,4,73,429,40,292
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\xml,3,392,312,245,31,39,4,41,245,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j,13,2232,1327,940,383,279,15,626,3837,260,1885
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\impl,4,168,115,88,12,39,0,14,26,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\prov,2,38,18,16,0,15,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\req,4,38,20,16,0,15,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard,10,362,184,140,21,77,7,101,432,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\core,2,82,44,32,6,15,0,23,76,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\impl,4,190,112,84,15,44,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\prov,2,50,18,16,0,12,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\req,2,40,10,8,0,6,0,24,132,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop,62,2834,1714,1351,60,505,2,615,1602,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Configurations,43,1405,706,547,5,281,0,418,1076,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors,11,302,181,135,15,36,0,85,247,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics,8,273,128,96,13,68,7,77,300,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\core,2,56,20,14,2,13,0,23,76,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\impl,4,170,94,70,11,42,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\prov,2,47,14,12,0,13,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA,8,374,201,160,21,87,7,86,340,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor,10,408,217,170,19,82,7,109,627,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\core,2,151,83,68,6,30,0,38,290,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\impl,4,176,108,80,13,34,0,34,137,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\prov,2,44,16,14,0,12,7,16,94,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\req,2,37,10,8,0,6,0,21,106,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\core,2,150,85,72,8,33,0,32,116,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\impl,4,176,100,74,13,42,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\prov,2,48,16,14,0,12,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB,8,376,210,160,21,84,7,82,341,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor,10,395,217,170,19,76,7,102,544,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\core,2,138,83,68,6,24,0,31,207,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\impl,4,176,108,80,13,34,0,34,137,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\prov,2,44,16,14,0,12,7,16,94,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\req,2,37,10,8,0,6,0,21,106,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\core,2,152,94,72,8,30,0,28,117,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\impl,4,176,100,74,13,42,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\prov,2,48,16,14,0,12,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment,8,290,143,107,17,70,7,77,300,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\core,2,63,27,19,4,13,0,23,76,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\impl,4,178,100,74,13,44,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\prov,2,49,16,14,0,13,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment,12,454,237,181,29,92,7,125,564,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\core,2,110,69,50,11,18,0,23,76,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\impl,4,204,127,96,18,43,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\prov,2,56,21,19,0,15,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\req,4,84,20,16,0,16,0,48,264,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils,7,260,177,123,27,63,0,20,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA,8,370,201,160,21,83,7,86,340,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor,10,401,218,171,19,74,7,109,624,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\core,2,145,84,69,6,23,0,38,287,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\impl,4,176,108,80,13,34,0,34,137,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\prov,2,44,16,14,0,12,7,16,94,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\req,2,36,10,8,0,5,0,21,106,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\core,2,145,85,72,8,28,0,32,116,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\impl,4,176,100,74,13,42,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\prov,2,49,16,14,0,13,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB,8,372,201,160,21,85,7,86,340,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor,10,399,217,170,19,73,7,109,625,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\core,2,143,83,68,6,22,0,38,288,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl,4,176,108,80,13,34,0,34,137,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\prov,2,44,16,14,0,12,7,16,94,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\req,2,36,10,8,0,5,0,21,106,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\core,2,148,85,72,8,31,0,32,116,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl,4,176,100,74,13,42,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\prov,2,48,16,14,0,12,7,20,120,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC,8,371,201,160,21,84,7,86,340,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor,10,400,218,171,19,73,7,109,628,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\core,2,144,84,69,6,22,0,38,291,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl,4,176,108,80,13,34,0,34,137,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\prov,2,44,16,14,0,12,7,16,94,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\req,2,36,10,8,0,5,0,21,106,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\core,2,147,85,72,8,30,0,32,116,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl,4,176,100,74,13,42,0,34,104,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\prov,2,48,16,14,0,12,7,20,120,0,0
