File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_variability_reader\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\core\IInterfaceTags.java,9,6,5,0,2,0,1,1,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\core\Monitor.java,101,77,64,5,17,1,7,36,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\core\MonitorFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\impl\ComponentFactory.java,20,12,8,2,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\impl\IControllerManagerFacade.java,36,25,19,0,8,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\impl\IInterfaceTags.java,13,8,7,0,3,0,2,2,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\impl\Manager.java,97,69,52,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\prov\IControllerManager.java,16,7,6,0,6,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\prov\IManager.java,29,11,10,0,10,7,8,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\req\IAnalysisManager.java,14,5,4,0,5,0,4,9,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\req\IExecutionManager.java,12,5,4,0,4,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\controller\req\IPlanningManager.java,10,4,3,0,3,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\core\Executer.java,64,44,35,2,15,1,5,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\core\ExecuterFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\core\IInterfaceTags.java,8,4,3,0,3,0,1,1,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\impl\ComponentFactory.java,20,12,8,2,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\impl\IExecutionManagerFacade.java,28,19,15,0,6,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\impl\IInterfaceTags.java,12,6,5,0,4,0,2,2,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\impl\Manager.java,93,65,48,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\prov\IExecutionManager.java,11,5,4,0,3,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\executer\req\IPlanningManager.java,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\core\Feature.java,19,11,8,1,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\core\FeatureM.java,62,48,35,9,11,2,3,19,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\core\FeatureMFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\core\Features.java,72,40,30,4,13,0,19,51,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\impl\ComponentFactory.java,20,12,8,2,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\impl\IFeatureManagerFacade.java,49,34,26,3,12,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\impl\IInterfaceTags.java,12,5,4,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\impl\Manager.java,92,63,46,9,22,0,7,13,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\prov\IFeatureManager.java,25,12,11,0,10,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\features\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IComponent.java,9,4,3,0,2,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IComponents.java,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IConnector.java,11,5,4,0,3,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IConnectors.java,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IElement.java,12,5,4,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IExecution.java,7,4,3,0,3,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IFeatureB.java,9,4,3,0,2,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\IFeaturesB.java,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\ISensor.java,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\interfaces\ISensors.java,14,6,5,0,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\core\Application.java,22,10,7,0,5,0,7,23,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\core\Boot.java,54,37,31,1,10,2,7,31,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\core\BootFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\core\IInterfaceTags.java,13,6,5,0,2,0,5,9,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\impl\ComponentFactory.java,20,12,8,2,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\impl\IInterfaceTags.java,16,7,6,0,4,0,5,9,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\impl\ILauncherFacade.java,25,16,13,1,6,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\impl\Manager.java,95,67,50,9,22,0,6,10,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\prov\ILauncher.java,9,4,3,0,2,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\prov\IManager.java,29,11,10,0,10,7,8,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\req\IControllerManager.java,16,7,6,0,6,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\main\req\IReadingManager.java,14,6,5,0,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\IInterfaceTags.java,14,8,7,0,2,0,4,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\Planner.java,156,87,66,17,14,1,55,131,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\PlannerFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\sort\ComparatorIElement.java,25,16,11,5,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\sort\DefaultAlgorithm.java,23,13,10,2,5,1,5,22,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\sort\MergeSortAlgorithm.java,56,46,36,7,7,1,3,12,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\core\sort\Sort.java,13,6,5,0,4,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\impl\ComponentFactory.java,20,12,8,2,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\impl\IInterfaceTags.java,18,10,9,0,3,0,5,9,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\impl\IPlanningManagerFacade.java,30,20,16,1,7,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\impl\Manager.java,98,69,52,9,23,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\prov\IManager.java,29,11,10,0,10,7,8,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\prov\IPlanningManager.java,14,6,5,0,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\req\IAnalysisManager.java,14,5,4,0,5,0,4,9,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\req\IComponentManager.java,17,7,6,0,7,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\req\IConnectorManager.java,14,7,6,0,7,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\req\ISensorManager.java,17,7,6,0,7,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\planner\req\IVariabilityManager.java,12,5,4,0,4,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\IInterfaceTags.java,15,8,7,0,3,0,4,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\Reader.java,54,40,33,1,10,0,4,12,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\ReaderFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\AbstractConfigurationReader.java,31,22,16,1,6,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\IConfigurationReader.java,12,6,5,0,3,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\UnsupportedModelException.java,41,9,7,0,6,0,26,169,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\xml\PositionalXMLReader.java,110,73,56,5,11,1,26,181,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\xml\XmlConfigurationReader.java,176,151,116,23,15,1,10,26,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\xml\XmlConfigurationTags.java,27,16,15,0,6,0,5,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\core\io\xml\XmlManager.java,59,49,36,0,7,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\impl\ComponentFactory.java,20,12,8,2,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\impl\IInterfaceTags.java,19,10,9,0,4,0,5,9,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\impl\IReadingManagerFacade.java,32,22,17,0,7,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\impl\Manager.java,98,69,52,9,23,0,6,10,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\prov\IManager.java,29,11,10,0,10,7,8,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\prov\IReadingManager.java,14,6,5,0,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\req\IComponentManager.java,9,4,3,0,2,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\req\IConnectorManager.java,9,4,3,0,2,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\req\IFeatureManager.java,9,4,3,0,2,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\req\ISensorManager.java,9,4,3,0,2,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\reader\req\IVariabilityManager.java,12,5,4,0,4,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\core\Sensor.java,59,43,33,10,11,0,5,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\core\SensorM.java,134,103,73,33,21,2,10,27,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\core\SensorMFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\core\Sensors.java,75,40,30,4,15,0,20,51,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\impl\ComponentFactory.java,20,12,8,2,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\impl\IInterfaceTags.java,13,6,5,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\impl\ISensorManagerFacade.java,62,45,32,6,14,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\impl\ISensorUpdaterFacade.java,28,19,15,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\impl\Manager.java,95,66,49,9,22,0,7,13,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\prov\ISensorManager.java,28,15,14,0,13,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\sensors\prov\ISensorUpdater.java,11,5,4,0,3,1,3,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\Variability.java,80,60,52,2,16,3,4,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\VariabilityFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\Constraint.java,26,17,13,1,6,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\Feature.java,251,188,141,29,51,0,12,26,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\FeatureConnection.java,37,26,18,2,8,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\FeatureDependencies.java,232,131,93,27,24,0,77,321,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\FeatureModel.java,287,185,139,39,39,0,63,167,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\FeatureModelAnalyzer.java,55,39,30,6,9,0,7,22,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\FeatureStatus.java,31,4,2,0,2,0,25,166,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\FMPoint.java,46,15,11,2,6,0,25,169,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\IConstraint.java,13,6,5,0,4,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\IFeature.java,72,37,36,0,32,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\IFeatureConnection.java,9,4,3,0,2,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\IFeatureModel.java,44,23,22,0,18,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\IFeatureModelAnalyzer.java,13,6,5,0,4,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\IRenamingsManager.java,16,6,5,0,6,0,4,12,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\PropertyConstants.java,47,19,18,0,3,0,25,158,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\Renaming.java,45,15,11,2,7,0,23,154,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\RenamingsManager.java,68,29,20,8,8,0,31,85,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\editing\NodeCreator.java,594,459,294,180,40,3,95,468,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\AbstractFeatureModelReader.java,43,30,24,2,10,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\IFeatureModelReader.java,18,7,6,0,8,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\UnsupportedModelException.java,41,9,7,0,6,0,26,169,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\xml\PositionalXMLReader.java,110,73,56,5,11,1,26,181,20,146
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\xml\XmlFeatureModelReader.java,246,211,162,26,23,3,12,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\fm2\io\xml\XmlFeatureModelTags.java,36,28,27,0,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\And.java,79,41,29,7,13,0,25,164,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\AtLeast.java,59,23,17,4,10,0,26,169,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\AtMost.java,59,23,17,4,10,0,26,169,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Choose.java,58,22,16,4,10,0,26,168,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Equals.java,49,17,11,4,7,0,25,166,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Implies.java,56,22,15,7,8,0,26,171,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Literal.java,75,33,23,6,14,0,28,174,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Node.java,307,218,150,67,39,2,50,319,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\NodeReader.java,418,267,194,84,59,4,92,476,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\NodeWriter.java,235,114,68,48,21,0,100,616,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Not.java,82,43,33,15,8,0,31,188,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\Or.java,180,97,65,29,20,0,63,320,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\core\prop4j\SatSolver.java,575,407,302,104,60,9,108,737,20,145
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\impl\ComponentFactory.java,20,12,8,2,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\impl\IInterfaceTags.java,15,9,8,0,4,0,2,2,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\impl\IVariabilityManagerFacade.java,34,23,18,1,8,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\impl\Manager.java,99,71,54,9,22,0,6,10,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\prov\IVariabilityManager.java,12,7,6,0,5,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\req\IComponentManager.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\req\IConnectorManager.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\req\IFeatureManager.java,11,5,4,0,3,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\variability\req\ISensorManager.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\core\CreditCardM.java,64,34,25,4,12,0,18,61,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\core\CreditCardMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\impl\ICreditCardManagerFacade.java,48,25,19,4,9,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\creditCard\impl\IInterfaceTags.java,17,7,6,0,3,0,7,17,0,0
